DATE,SP500,GOOGLE,AMAZON,APPLE,MICROSOFT
2008-09-15,1192.699951,216.119934,77.339996,20.051428,26.82
2008-09-16,1213.599976,220.638,78.730003,19.982857,25.99
2008-09-17,1156.390015,206.4711,71.540001,18.261429,24.57
2008-09-18,1206.51001,218.720184,76.5,19.155714,25.26
2008-09-19,1255.079956,223.736374,81,20.129999,25.16
2008-09-22,1207.089966,214.266876,74.93,18.721428,25.4
2008-09-23,1188.219971,213.833496,71.760002,18.120001,25.440001
2008-09-24,1185.869995,216.742599,69.959999,18.387142,25.719999
2008-09-25,1209.180054,218.979218,72.080002,18.847143,26.610001
2008-09-26,1213.27002,214.715195,70.699997,18.32,27.4
2008-09-29,1106.420044,189.78862,63.349998,15.037143,25.01
2008-09-30,1166.359985,199.512177,72.760002,16.237143,26.690001
2008-10-01,1161.060059,205.091263,69.580002,15.588572,26.48
2008-10-02,1114.280029,194.5159,67.360001,14.3,26.25
2008-10-03,1099.22998,192.73259,67,13.867143,26.32
2008-10-06,1056.890015,184.911911,65.230003,14.02,24.91
2008-10-07,996.22998,172.358963,58.52,12.737143,23.23
2008-10-08,984.940002,168.423706,61.02,12.827143,23.01
2008-10-09,909.919983,163.875748,56,12.677143,22.299999
2008-10-10,899.219971,165.380112,56.25,13.828571,21.5
2008-10-13,1003.349976,189.798584,62.02,15.751429,25.5
2008-10-14,998.01001,180.67778,55.860001,14.868571,24.1
2008-10-15,907.840027,168.951721,48.720001,13.992857,22.66
2008-10-16,946.429993,175.850861,50.290001,14.555715,24.190001
2008-10-17,940.549988,185.574417,50.650002,13.914286,23.93
2008-10-20,985.400024,188.951767,52.970001,14.062857,24.719999
2008-10-21,955.049988,180.697708,50.23,13.07,23.360001
2008-10-22,896.780029,177.170914,49.990002,13.838572,21.530001
2008-10-23,908.109985,175.502182,50.32,14.032857,22.32
2008-10-24,876.77002,169.011505,48.959999,13.768572,21.959999
2008-10-27,848.919983,164.129807,49.580002,13.155714,21.18
2008-10-28,940.51001,183.686493,56.040001,14.272857,23.1
2008-10-29,930.090027,178.331573,56.889999,14.935715,23
2008-10-30,954.090027,179.173416,56.709999,15.862857,22.629999
2008-10-31,968.75,179.009033,57.240002,15.37,22.33
2008-11-03,966.299988,172.598053,55.77,15.28,22.620001
2008-11-04,1005.75,182.784882,58.450001,15.855714,23.530001
2008-11-05,952.77002,170.481003,51.98,14.757143,22.08
2008-11-06,904.880005,164.991577,47.220001,14.157143,20.879999
2008-11-07,930.98999,164.951721,49.209999,14.034286,21.5
2008-11-10,919.210022,158.7948,48.459999,13.697143,21.299999
2008-11-11,898.950012,155.148468,46.299999,13.538571,21.200001
2008-11-12,852.299988,144.956665,41.560001,12.874286,20.299999
2008-11-13,911.289978,155.457306,44.93,13.777143,21.25
2008-11-14,873.289978,154.431152,41.75,12.891429,20.059999
2008-11-17,850.75,149.499634,39.689999,12.591429,19.32
2008-11-18,859.119995,148.154678,38.439999,12.844286,19.620001
2008-11-19,806.580017,139.566864,35.84,12.327143,18.290001
2008-11-20,752.440002,129.295364,35.029999,11.498571,17.530001
2008-11-21,800.030029,130.725006,37.869999,11.797143,19.68
2008-11-24,851.809998,128.239334,42.5,13.278571,20.690001
2008-11-25,857.390015,140.498383,42.189999,12.971429,19.99
2008-11-26,887.679993,145.499634,43.959999,13.571428,20.49
2008-11-28,896.23999,145.933014,42.700001,13.238571,20.219999
2008-12-01,816.210022,132.498367,40.470001,12.704286,18.610001
2008-12-02,848.809998,137.041336,41.189999,13.21,19.15
2008-12-03,870.73999,139.193268,45.209999,13.7,19.870001
2008-12-04,845.219971,136.657776,47.32,13.058572,19.110001
2008-12-05,876.070007,141.464752,48.259998,13.428572,19.870001
2008-12-08,909.700012,150.490921,51.41,14.245714,21.01
2008-12-09,888.669983,152.413712,51.25,14.294286,20.6
2008-12-10,899.23999,153.833389,49.700001,14.03,20.610001
2008-12-11,873.590027,149.549454,48.25,13.571428,19.450001
2008-12-12,879.72998,157.290436,51.25,14.038571,19.360001
2008-12-15,868.570007,154.754944,48.849998,13.535714,19.040001
2008-12-16,913.179993,162.032669,52.630001,13.632857,20.110001
2008-12-17,904.419983,157.031403,53.18,12.737143,19.66
2008-12-18,885.280029,154.560669,52.080002,12.775714,19.299999
2008-12-19,887.880005,154.505875,51.560001,12.857142,19.120001
2008-12-22,871.630005,148.000259,49.84,12.248571,19.18
2008-12-23,863.159973,148.453552,51.080002,12.34,19.280001
2008-12-24,868.150024,150.909348,51.439999,12.148571,19.17
2008-12-26,872.799988,149.619186,51.779999,12.258572,19.129999
2008-12-29,869.419983,148.154678,49.400002,12.372857,18.959999
2008-12-30,890.640015,150.989059,50.759998,12.327143,19.34
2008-12-31,903.25,153.25058,51.279999,12.192857,19.440001
2009-01-02,931.799988,160.060059,54.360001,12.964286,20.33
2009-01-05,927.450012,163.412491,54.060001,13.511429,20.52
2009-01-06,934.700012,166.406265,57.360001,13.288571,20.76
2009-01-07,906.650024,160.403763,56.200001,13.001429,19.51
2009-01-08,909.72998,161.987823,57.16,13.242857,20.120001
2009-01-09,890.349976,156.946732,55.509998,12.94,19.52
2009-01-12,870.26001,155.761169,51.919998,12.665714,19.469999
2009-01-13,871.789978,156.57312,51.450001,12.53,19.82
2009-01-14,842.619995,149.92305,48.490002,12.19,19.09
2009-01-15,843.73999,148.936752,51.439999,11.911428,19.24
2009-01-16,850.119995,149.275482,51.59,11.761429,19.709999
2009-01-20,805.219971,140.847076,48.439999,11.171429,18.48
2009-01-21,840.23999,150.974106,50.540001,11.832857,19.379999
2009-01-22,827.5,152.677719,49.939999,12.622857,17.110001
2009-01-23,831.950012,161.743744,50.630001,12.622857,17.200001
2009-01-26,836.570007,161.330292,49.630001,12.805715,17.629999
2009-01-27,845.710022,165.121078,48.439999,12.961429,17.66
2009-01-28,874.090027,173.68399,50.360001,13.457143,18.040001
2009-01-29,845.140015,171.018982,50,13.285714,17.59
2009-01-30,825.880005,168.632919,58.82,12.875714,17.1
2009-02-02,825.440002,169.649109,61.150002,13.072857,17.83
2009-02-03,838.51001,169.58934,63.59,13.282857,18.5
2009-02-04,832.22998,170.859573,61.060001,13.364285,18.629999
2009-02-05,845.849976,176.199554,63.18,13.78,19.040001
2009-02-06,868.599976,184.946777,66.550003,14.245714,19.66
2009-02-09,869.890015,188.677795,66.709999,14.644286,19.440001
2009-02-10,827.159973,178.585617,63.310001,13.975715,18.799999
2009-02-11,833.73999,178.351501,64.349998,13.831429,19.209999
2009-02-12,835.190002,180.847137,63.959999,14.181429,19.26
2009-02-13,826.840027,178.172165,63.259998,14.165714,19.09
2009-02-17,789.169983,170.690216,61.669998,13.504286,18.09
2009-02-18,788.419983,175.895706,62.349998,13.481428,18.120001
2009-02-19,778.940002,170.680252,61.950001,12.948571,17.91
2009-02-20,770.049988,172.57814,63.860001,13.028571,18
2009-02-23,743.330017,164.413742,61.709999,12.421429,17.209999
2009-02-24,773.140015,172.080002,65.599998,12.892858,17.17
2009-02-25,764.900024,170.182114,63.709999,13.022857,16.959999
2009-02-26,752.830017,167.960449,62.34,12.741428,16.42
2009-02-27,735.090027,168.363937,64.790001,12.758572,16.15
2009-03-02,700.820007,162.969147,61.990002,12.562857,15.79
2009-03-03,696.330017,162.132294,61.700001,12.624286,15.88
2009-03-04,712.869995,158.864532,64.809998,13.024285,16.120001
2009-03-05,682.549988,152.249329,64.769997,12.691428,15.27
2009-03-06,683.380005,153.708862,61.689999,12.185715,15.28
2009-03-09,676.530029,144.901871,60.490002,11.872857,15.15
2009-03-10,719.599976,153.509613,65.709999,12.661428,16.48
2009-03-11,721.359985,158.36142,68.540001,13.24,17.110001
2009-03-12,750.73999,161.160934,69.580002,13.764286,17.01
2009-03-13,756.549988,161.604263,68.629997,13.704286,16.65
2009-03-16,753.890015,159.248093,66.980003,13.631429,16.25
2009-03-17,778.119995,167.043884,71.349998,14.237143,16.9
2009-03-18,794.349976,165.928055,71.25,14.502857,16.959999
2009-03-19,784.039978,164.353958,70.099998,14.517143,17.139999
2009-03-20,768.539978,164.463547,69.959999,14.512857,17.059999
2009-03-23,822.919983,173.649124,75.580002,15.38,18.33
2009-03-24,806.119995,172.936783,72.809998,15.214286,17.93
2009-03-25,813.880005,171.392578,72.400002,15.212857,17.879999
2009-03-26,832.859985,175.985367,73.690002,15.695714,18.83
2009-03-27,815.940002,173.200806,70.519997,15.264286,18.129999
2009-03-30,787.530029,170.705154,71.440002,14.927143,17.48
2009-03-31,797.869995,173.380127,73.440002,15.017143,18.370001
2009-04-01,811.080017,176.383865,73.5,15.527143,19.309999
2009-04-02,834.380005,180.573166,76.339996,16.101429,19.290001
2009-04-03,842.5,184.19957,78.169998,16.57,18.75
2009-04-06,835.47998,183.432449,77.989998,16.921429,18.76
2009-04-07,815.549988,178.65535,75.510002,16.428572,18.76
2009-04-08,825.159973,180.324097,76.980003,16.617144,19.190001
2009-04-09,856.559998,185.554489,79.769997,17.081429,19.67
2009-04-13,858.72998,188.349014,78.940002,17.174286,19.59
2009-04-14,841.5,183.766205,77.220001,16.901428,19.35
2009-04-15,852.059998,189.041428,74.709999,16.805714,18.83
2009-04-16,865.299988,193.64418,77.25,17.35,19.76
2009-04-17,869.599976,195.387634,78.050003,17.631428,19.200001
2009-04-20,832.390015,188.941803,77.57,17.214285,18.610001
2009-04-21,850.080017,190.022751,78.739998,17.394285,18.969999
2009-04-22,843.549988,191.213287,79.199997,17.358572,18.780001
2009-04-23,851.919983,191.62674,80.610001,17.914286,18.92
2009-04-24,866.22998,194.017776,84.459999,17.700001,20.91
2009-04-27,857.51001,192.254379,83.120003,17.818571,20.4
2009-04-28,855.159973,191.138565,82.400002,17.700001,19.93
2009-04-29,873.640015,195.004074,79.790001,17.877142,20.25
2009-04-30,872.809998,197.245682,80.519997,17.975714,20.26
2009-05-01,877.52002,196.109924,78.959999,18.177143,20.24
2009-05-04,907.23999,200.239456,79.769997,18.867144,20.190001
2009-05-05,903.799988,200.742569,81.900002,18.95857,19.790001
2009-05-06,919.530029,200.981674,81.989998,18.928572,19.790001
2009-05-07,907.390015,197.564484,79.279999,18.437143,19.32
2009-05-08,929.22998,202.904465,77.949997,18.455715,19.42
2009-05-11,909.23999,203.228256,78.610001,18.51,19.32
2009-05-12,908.349976,198.759995,77.93,17.774286,19.889999
2009-05-13,883.919983,194.042679,74.190002,17.07,19.75
2009-05-14,893.070007,193.026489,75.110001,17.564285,20.059999
2009-05-15,882.880005,194.27182,73.599998,17.488571,20.219999
2009-05-18,909.710022,197.679047,75.949997,18.092857,20.6
2009-05-19,908.130005,198.695236,77.870003,18.207144,20.309999
2009-05-20,903.469971,197.848419,77.970001,17.981428,20.379999
2009-05-21,888.330017,197.509689,75.959999,17.74,19.82
2009-05-22,887,196.015289,75.639999,17.5,19.75
2009-05-26,910.330017,201.425003,78.389999,18.682858,20.34
2009-05-27,893.059998,202.022766,77.099998,19.007143,20.129999
2009-05-28,906.830017,204.433731,77.650002,19.295713,20.450001
2009-05-29,919.140015,207.835983,77.989998,19.401428,20.889999
2009-06-01,942.869995,212.483566,83.050003,19.907143,21.4
2009-06-02,944.73999,213.400131,84.93,19.927143,21.4
2009-06-03,931.76001,215.019058,85.68,20.135714,21.73
2009-06-04,942.460022,219.317947,85.519997,20.534286,21.83
2009-06-05,940.090027,221.330399,87.559998,20.667143,22.139999
2009-06-08,939.140015,218.565765,86.360001,20.549999,22.049999
2009-06-09,942.429993,216.996643,87.080002,20.388571,22.08
2009-06-10,939.150024,215.492279,86.589996,20.035715,22.549999
2009-06-11,944.890015,213.699005,85.690002,19.992857,22.83
2009-06-12,946.210022,211.62677,84.080002,19.567142,23.33
2009-06-15,923.719971,207.606842,83.18,19.441429,23.42
2009-06-16,911.969971,207.223282,82.150002,19.478571,23.450001
2009-06-17,910.710022,206.80484,82.650002,19.368572,23.68
2009-06-18,918.369995,206.256897,81.599998,19.411428,23.5
2009-06-19,921.22998,209.260635,82.959999,19.925714,24.07
2009-06-22,893.039978,202.914429,79.150002,19.624287,23.280001
2009-06-23,895.099976,202.08255,77.68,19.144285,23.34
2009-06-24,900.940002,203.880798,79.269997,19.459999,23.469999
2009-06-25,920.26001,207.108704,82.199997,19.98,23.790001
2009-06-26,918.900024,211.865875,83.879997,20.348572,23.35
2009-06-29,927.22998,211.278076,83.029999,20.281429,23.860001
2009-06-30,919.320007,210.007843,83.660004,20.347143,23.77
2009-07-01,923.330017,208.712692,81.599998,20.404285,24.040001
2009-07-02,896.419983,203.4823,79.32,20.002857,23.370001
2009-07-06,898.719971,204.040207,78.099998,19.801428,23.200001
2009-07-07,881.030029,197.574448,75.629997,19.342857,22.530001
2009-07-08,879.559998,200.4935,77.360001,19.602858,22.559999
2009-07-09,882.679993,204.428757,78.099998,19.48,22.440001
2009-07-10,879.130005,206.42627,77.629997,19.788572,22.389999
2009-07-13,901.049988,211.357773,81.470001,20.334286,23.23
2009-07-14,905.840027,211.552048,81.949997,20.324286,23.110001
2009-07-15,932.679993,218.266876,84.550003,20.982857,24.120001
2009-07-16,940.73999,220.473618,86.110001,21.074286,24.440001
2009-07-17,940.380005,214.321671,85.849998,21.678572,24.290001
2009-07-20,951.130005,214.281815,88.230003,21.844286,24.530001
2009-07-21,954.580017,213.151062,89.010002,21.644285,24.83
2009-07-22,954.070007,213.046448,88.790001,22.391428,24.799999
2009-07-23,976.289978,217.853439,93.870003,22.545713,25.559999
2009-07-24,979.26001,222.525925,86.489998,22.855715,23.450001
2009-07-27,982.179993,221.569504,84.239998,22.871429,23.110001
2009-07-28,979.619995,219.103745,84.980003,22.857143,23.469999
2009-07-29,975.150024,217.305481,84.339996,22.861429,23.799999
2009-07-30,986.75,221.98793,86.089996,23.255714,23.809999
2009-07-31,987.47998,220.697769,85.760002,23.341429,23.52
2009-08-03,1002.630005,225.260666,87.440002,23.775715,23.83
2009-08-04,1005.650024,226.017822,85.800003,23.65,23.77
2009-08-05,1002.719971,224.727661,84.290001,23.587143,23.809999
2009-08-06,997.080017,224.339127,84.470001,23.415714,23.459999
2009-08-07,1010.47998,227.696533,85.32,23.644285,23.559999
2009-08-10,1007.099976,227.452454,84.440002,23.531429,23.42
2009-08-11,994.349976,226.122437,83.559998,23.261429,23.129999
2009-08-12,1005.809998,228.433777,85.959999,23.615715,23.530001
2009-08-13,1012.72998,230.276871,84.599998,24.059999,23.620001
2009-08-14,1004.090027,229.141129,83.580002,23.825714,23.690001
2009-08-17,979.72998,221.614334,81.059998,22.798571,23.25
2009-08-18,989.669983,221.808609,82.120003,23.428572,23.58
2009-08-19,996.460022,221.156052,83,23.514286,23.65
2009-08-20,1007.369995,229.345352,84.089996,23.761429,23.67
2009-08-21,1026.130005,231.751343,85,24.174286,24.41
2009-08-24,1025.569946,233.489822,84.5,24.151428,24.639999
2009-08-25,1028,234.804901,84.190002,24.200001,24.639999
2009-08-26,1028.119995,233.12619,84,23.915714,24.549999
2009-08-27,1030.97998,232.159805,84.309998,24.207144,24.690001
2009-08-28,1028.930054,231.507248,82.760002,24.292856,24.68
2009-08-31,1020.619995,229.973007,81.190002,24.030001,24.65
2009-09-01,998.039978,227.029037,79.160004,23.614286,24
2009-09-02,994.75,225.65918,78.139999,23.597143,23.860001
2009-09-03,1003.23999,227.905746,78.459999,23.792856,24.110001
2009-09-04,1016.400024,229.788696,78.870003,24.33,24.620001
2009-09-08,1025.390015,228.453705,80.900002,24.704287,24.82
2009-09-09,1033.369995,231.118713,82.239998,24.448572,24.780001
2009-09-10,1044.140015,234.590698,83.849998,24.651428,25
2009-09-11,1042.72998,235.188461,84.540001,24.594286,24.860001
2009-09-14,1049.339966,236.672897,83.860001,24.817142,25
2009-09-15,1052.630005,237.878372,83.550003,25.022858,25.200001
2009-09-16,1068.76001,243.233307,90.699997,25.981428,25.200001
2009-09-17,1065.48999,244.941895,90.440002,26.364286,25.299999
2009-09-18,1068.300049,244.812378,90.279999,26.431429,25.26
2009-09-21,1064.660034,247.572037,90.559998,26.288572,25.299999
2009-09-22,1071.660034,248.59819,93.75,26.354286,25.77
2009-09-23,1060.869995,248.299316,92.379997,26.5,25.709999
2009-09-24,1050.780029,247.457474,92.110001,26.26,25.940001
2009-09-25,1044.380005,245.32048,90.519997,26.052856,25.549999
2009-09-28,1062.97998,248.334183,92.209999,26.592857,25.83
2009-09-29,1060.609985,248.334183,91.720001,26.482857,25.75
2009-09-30,1057.079956,246.999191,93.360001,26.478571,25.719999
2009-10-01,1029.849976,242.690338,91.040001,25.837143,24.879999
2009-10-02,1025.209961,241.385223,89.849998,26.414286,24.959999
2009-10-05,1040.459961,243.34787,88.669998,26.574286,24.639999
2009-10-06,1054.719971,248.438797,90.910004,27.144285,25.110001
2009-10-07,1057.579956,257.80368,93.970001,27.178572,25.1
2009-10-08,1065.47998,256.129974,95.220001,27.038572,25.67
2009-10-09,1071.48999,257.161102,95.709999,27.209999,25.549999
2009-10-12,1076.189941,261.041565,93.599998,27.258572,25.719999
2009-10-13,1073.189941,262.072693,94.830002,27.145714,25.809999
2009-10-14,1092.02002,266.660492,97.459999,27.327143,25.959999
2009-10-15,1096.560059,263.965607,96.010002,27.222857,26.709999
2009-10-16,1087.680054,273.898376,95.32,26.864286,26.5
2009-10-19,1097.910034,275.014191,94.68,27.122858,26.360001
2009-10-20,1091.060059,274.829865,94.980003,28.394285,26.370001
2009-10-21,1081.400024,274.521027,93.419998,29.274286,26.58
2009-10-22,1092.910034,276.010437,93.449997,29.314285,26.59
2009-10-23,1079.599976,275.811188,118.489998,29.134285,28.02
2009-10-26,1066.949951,276.070221,124.639999,28.925714,28.68
2009-10-27,1063.410034,273.121277,122.07,28.195715,28.59
2009-10-28,1042.630005,269.141205,121.639999,27.485714,28.02
2009-10-29,1066.109985,274.496124,122.580002,28.049999,28.219999
2009-10-30,1036.189941,267.05899,118.809998,26.928572,27.73
2009-11-02,1042.880005,265.997986,118.839996,27.044285,27.879999
2009-11-03,1045.410034,267.641815,118.370003,26.964285,27.530001
2009-11-04,1046.5,269.156128,117.099998,27.258572,28.059999
2009-11-05,1066.630005,273.300598,120.610001,27.718571,28.469999
2009-11-06,1069.300049,274.521027,126.199997,27.762857,28.52
2009-11-09,1093.079956,280.204712,126.669998,28.780001,28.99
2009-11-10,1093.01001,282.321777,130.149994,28.997143,29.01
2009-11-11,1098.51001,284.214691,129.910004,29.035715,29.120001
2009-11-12,1087.23999,282.864746,130.529999,28.855715,29.360001
2009-11-13,1093.47998,284.956909,132.970001,29.207144,29.629999
2009-11-16,1109.300049,287.064026,131.589996,29.518572,29.540001
2009-11-17,1110.319946,287.666748,131.25,29.571428,30
2009-11-18,1109.800049,287.248322,131.289993,29.422857,30.110001
2009-11-19,1094.900024,285.425171,128.990005,28.644285,29.780001
2009-11-20,1091.380005,283.915802,129.660004,28.559999,29.620001
2009-11-23,1106.23999,290.087677,133,29.411428,29.940001
2009-11-24,1105.650024,290.456299,132.940002,29.205715,29.91
2009-11-25,1110.630005,291.776337,134.029999,29.17,29.790001
2009-11-27,1091.48999,288.797516,131.740005,28.655714,29.219999
2009-11-30,1095.630005,290.411469,135.910004,28.558571,29.41
2009-12-01,1108.859985,293.833649,138.5,28.138571,30.01
2009-12-02,1109.23999,292.658051,142.25,28.032858,29.780001
2009-12-03,1099.920044,291.776337,141.169998,28.068571,29.83
2009-12-04,1105.97998,291.41272,137.580002,27.617144,29.98
2009-12-07,1103.25,292.030396,134.210007,26.992857,29.790001
2009-12-08,1091.939941,292.428894,134.110001,27.124287,29.57
2009-12-09,1095.949951,293.410217,131.309998,28.257143,29.709999
2009-12-10,1102.349976,294.645599,135.380005,28.061428,29.870001
2009-12-11,1106.410034,294.152435,134.149994,27.809999,29.85
2009-12-14,1114.109985,296.752686,131.380005,28.139999,30.110001
2009-12-15,1107.930054,295.462524,130.229996,27.738571,30.02
2009-12-16,1109.180054,297.763916,128.360001,27.861429,30.1
2009-12-17,1096.079956,295.861053,126.910004,27.408571,29.6
2009-12-18,1102.469971,297.096405,128.479996,27.918571,30.360001
2009-12-21,1114.050049,298.222198,132.789993,28.318571,30.52
2009-12-22,1118.02002,299.437622,133.75,28.622858,30.82
2009-12-23,1120.589966,304.697906,138.940002,28.871429,30.92
2009-12-24,1126.47998,308.085236,138.470001,29.862858,31
2009-12-28,1127.780029,310.272034,139.309998,30.23,31.17
2009-12-29,1126.199951,308.543518,139.410004,29.871429,31.389999
2009-12-30,1126.420044,310.202271,136.490005,30.234285,30.959999
2009-12-31,1115.099976,308.832428,134.520004,30.104286,30.48
2010-01-04,1132.98999,312.204773,133.899994,30.572857,30.950001
2010-01-05,1136.52002,310.829926,134.690002,30.625713,30.959999
2010-01-06,1137.140015,302.994293,132.25,30.138571,30.77
2010-01-07,1141.689941,295.940735,130,30.082857,30.450001
2010-01-08,1144.97998,299.885956,133.520004,30.282858,30.66
2010-01-11,1146.97998,299.432648,130.309998,30.015715,30.27
2010-01-12,1136.219971,294.137512,127.349998,29.674286,30.07
2010-01-13,1145.680054,292.448822,129.110001,30.092857,30.35
2010-01-14,1148.459961,293.823669,127.349998,29.918571,30.959999
2010-01-15,1136.030029,288.917053,127.139999,29.418571,30.860001
2010-01-19,1150.22998,292.71283,127.610001,30.719999,31.1
2010-01-20,1138.040039,289.121307,125.779999,30.247143,30.59
2010-01-21,1116.47998,290.401489,126.620003,29.724285,30.01
2010-01-22,1091.76001,273.978058,121.43,28.25,28.959999
2010-01-25,1096.780029,268.99176,120.309998,29.01,29.32
2010-01-26,1092.170044,270.197235,119.480003,29.42,29.5
2010-01-27,1097.5,270.037842,122.75,29.697144,29.67
2010-01-28,1084.530029,266.1474,126.029999,28.469999,29.16
2010-01-29,1073.869995,263.98053,125.410004,27.437143,28.18
2010-02-01,1089.189941,265.514771,118.870003,27.818571,28.41
2010-02-02,1103.319946,264.568329,118.120003,27.98,28.459999
2010-02-03,1097.280029,269.400208,119.099998,28.461428,28.629999
2010-02-04,1063.109985,262.406433,115.940002,27.435715,27.84
2010-02-05,1066.189941,264.653015,117.389999,27.922857,28.02
2010-02-08,1056.73999,265.738953,116.830002,27.731428,27.719999
2010-02-09,1070.52002,267.218414,118.029999,28.027143,28.01
2010-02-10,1068.130005,266.227112,117.360001,27.874287,27.99
2010-02-11,1078.469971,267.198486,120.089996,28.381428,28.120001
2010-02-12,1075.51001,265.564606,119.660004,28.625713,27.93
2010-02-16,1094.869995,269.639313,117.529999,29.057142,28.35
2010-02-17,1099.51001,268.100098,116.309998,28.935715,28.59
2010-02-18,1106.75,270.595734,118.080002,28.99,28.969999
2010-02-19,1109.170044,269.370331,117.519997,28.809999,28.77
2010-02-22,1108.01001,270.386536,118.010002,28.631428,28.73
2010-02-23,1094.599976,266.53595,117.239998,28.151428,28.33
2010-02-24,1105.23999,264.742676,119.720001,28.665714,28.629999
2010-02-25,1102.939941,262.232086,118.199997,28.857143,28.6
2010-02-26,1104.48999,262.416412,118.400002,29.231428,28.67
2010-03-01,1115.709961,265.350403,124.540001,29.855715,29.02
2010-03-02,1118.310059,269.519775,125.529999,29.835714,28.459999
2010-03-03,1118.790039,271.641815,125.889999,29.904285,28.459999
2010-03-04,1122.969971,276.259521,128.529999,30.101429,28.629999
2010-03-05,1138.699951,281.051544,128.910004,31.278572,28.59
2010-03-08,1138.5,280.189789,130.110001,31.297142,28.629999
2010-03-09,1140.449951,279.049042,128.820007,31.860001,28.799999
2010-03-10,1145.609985,287.148682,130.509995,32.119999,28.969999
2010-03-11,1150.23999,289.484924,133.580002,32.214287,29.18
2010-03-12,1149.98999,288.687927,131.820007,32.371429,29.27
2010-03-15,1150.51001,280.538483,131.130005,31.977142,29.290001
2010-03-16,1159.459961,281.544708,131.789993,32.064285,29.370001
2010-03-17,1166.209961,281.72403,131.339996,32.017143,29.629999
2010-03-18,1165.829956,282.142456,132.759995,32.092857,29.610001
2010-03-19,1159.900024,278.954407,130.350006,31.75,29.59
2010-03-22,1165.810059,277.709076,130.470001,32.107143,29.6
2010-03-23,1174.170044,273.474945,129.259995,32.622856,29.879999
2010-03-24,1167.719971,277.62439,128.039993,32.767143,29.65
2010-03-25,1165.72998,280.389038,134.729996,32.378571,30.01
2010-03-26,1166.589966,280.294403,135.059998,32.985714,29.66
2010-03-29,1173.219971,280.174835,135.119995,33.19857,29.59
2010-03-30,1173.27002,282.296875,136.580002,33.692856,29.77
2010-03-31,1169.430054,282.501129,135.770004,33.57143,29.290001
2010-04-01,1178.099976,283.337982,131.809998,33.709999,29.16
2010-04-05,1187.439941,284.438843,131.490005,34.07,29.27
2010-04-06,1189.439941,283.049072,135.559998,34.220001,29.32
2010-04-07,1182.449951,280.717804,134.869995,34.371429,29.35
2010-04-08,1186.439941,282.685425,140.960007,34.278572,29.92
2010-04-09,1194.369995,282.052795,140.059998,34.541428,30.34
2010-04-12,1196.47998,285.295654,141.199997,34.612858,30.32
2010-04-13,1197.300049,292.289429,140.160004,34.632858,30.450001
2010-04-14,1210.650024,293.400269,144.279999,35.098572,30.82
2010-04-15,1211.670044,296.538513,145.820007,35.560001,30.870001
2010-04-16,1192.130005,274.047791,142.169998,35.342857,30.67
2010-04-19,1197.52002,274.022888,142.429993,35.295715,31.040001
2010-04-20,1207.170044,276.483673,144.199997,34.941429,31.360001
2010-04-21,1205.939941,276.115051,146.429993,37.031429,31.33
2010-04-22,1208.670044,272.508575,150.089996,38.067142,31.389999
2010-04-23,1217.280029,271.477448,143.630005,38.689999,30.959999
2010-04-26,1212.050049,264.827362,147.110001,38.5,31.110001
2010-04-27,1183.709961,263.542175,142.020004,37.434284,30.85
2010-04-28,1191.359985,263.606934,139.350006,37.371429,30.91
2010-04-29,1206.780029,265.006683,141.729996,38.377144,31
2010-04-30,1186.689941,261.868439,137.100006,37.298573,30.540001
2010-05-03,1202.26001,264.309296,137.490005,38.049999,30.860001
2010-05-04,1173.599976,252.239548,129.830002,36.954285,30.129999
2010-05-05,1165.869995,253.928207,130.929993,36.57,29.85
2010-05-06,1128.150024,248.403915,128.710007,35.17857,28.98
2010-05-07,1110.880005,245.649246,124.980003,33.694286,28.209999
2010-05-10,1159.72998,259.851013,131.289993,36.284286,28.940001
2010-05-11,1155.790039,253.574539,130.460007,36.645714,28.879999
2010-05-12,1171.670044,251.751373,133.869995,37.441429,29.440001
2010-05-13,1157.439941,254.48613,131.470001,36.908573,29.24
2010-05-14,1135.680054,252.817383,128.529999,36.259998,28.93
2010-05-17,1136.939941,253.03656,128.910004,36.317142,28.940001
2010-05-18,1120.800049,248.254486,126.279999,36.05143,28.6
2010-05-19,1115.050049,246.29184,124.589996,35.477142,28.24
2010-05-20,1071.589966,236.618103,119.709999,33.965714,27.110001
2010-05-21,1087.689941,235.143631,122.720001,34.617142,26.84
2010-05-24,1073.650024,237.689087,122.120003,35.251427,26.27
2010-05-25,1074.030029,237.644257,124.860001,35.031429,26.07
2010-05-26,1067.949951,236.847244,123.209999,34.872856,25.01
2010-05-27,1103.060059,244.314255,126.699997,36.192856,26
2010-05-28,1089.410034,241.908264,125.459999,36.697144,25.799999
2010-06-01,1070.709961,240.284363,123.239998,37.261429,25.889999
2010-06-02,1098.380005,245.763824,126.309998,37.707142,26.459999
2010-06-03,1102.829956,251.855988,128.759995,37.58857,26.860001
2010-06-04,1064.880005,248.428833,122.769997,36.565716,25.790001
2010-06-07,1050.469971,241.85347,122.010002,35.848572,25.290001
2010-06-08,1062,241.484848,118.839996,35.618572,25.110001
2010-06-09,1055.689941,236.124939,117.910004,34.742859,24.790001
2010-06-10,1086.839966,242.595688,123.209999,35.787144,25
2010-06-11,1091.599976,243.337906,123.029999,36.215714,25.66
2010-06-14,1089.630005,240.692825,123.830002,36.325714,25.5
2010-06-15,1115.22998,248.065186,126.839996,37.098572,26.58
